"business_id","name","address","city","state","stars","review_count","is_open","attribute.RestaurantsAttire","attribute.RestaurantsTakeOut","attribute.BusinessAcceptsCreditCards","attribute.NoiseLevel","attribute.GoodForKids","attribute.RestaurantsReservations","attribute.RestaurantsGoodForGroups","attribute.BusinessParking","attribute.RestaurantsPriceRange2","attribute.HasTV","attribute.Alcohol","attribute.BikeParking","attribute.RestaurantsDelivery","attribute.OutdoorSeating","attribute.Caters","attribute.WiFi","attribute.Ambience","attribute.GoodForMeal","hours.categories","hours.Monday","hours.Tuesday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday"
"DCab_cz7nDDW-IPsnKGb_A","Double 10","3306 University Ave","Madison","WI",4,68,0,"u'casual'","True","True","u'quiet'","True","False","False","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","False","u'none'","True","True","False","True","u'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,"Food, Chinese, Food Delivery Services, Restaurants","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0"
"TTVXY5vOJDqC0_Je8UhK8A","Chang Jiang Restaurant","5710 Raymond Rd","Madison","WI",3.5,37,1,"u'casual'","True","True","u'average'","True","False","False","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","False","u'none'","False","False","False","False","u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,"Restaurants, Chinese","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-22:0"
"MA5R-mV6ljRM1MK6Mdiv5g","Panda Express","2000 N Neil St","Champaign","IL",3.5,11,1,"u'casual'","True","True","u'loud'","True","None","True","None","1","True","u'none'",NA,"False","False",NA,"None","None",NA,"Fast Food, Banks & Credit Unions, Restaurants, Chinese, Financial Services","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0","11:0-18:0"
"oaTbZh8B-IVFEwbzJcIOBg","Azan Wok","2352A Golden Mile Hwy","Pittsburgh","PA",4,42,1,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","u'beer_and_wine'","False","False","False","True","u'free'","{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Restaurants, Japanese, Chinese, Asian Fusion, Sushi Bars","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-22:30","11:0-22:30","12:0-21:0"
"F8ZTmT9pGiSF2jx9FZDjdQ","Zuki Sushi House","899 E Aurora Rd","Macedonia","OH",5,92,1,"'casual'","True","True",NA,"True","True","True","{'garage': False, 'street': False, 'validated': None, 'lot': True, 'valet': False}","2","True",NA,NA,"False","False","False","u'free'","{'touristy': False, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","Chinese, Sushi Bars, Restaurants, Japanese",NA,"11:0-21:30","11:0-21:30","11:0-21:30","11:0-22:30","11:0-22:30","13:0-21:30"
"OZhRvcJ8WjnvRaRQVirD6w","China Star","3283 W 117th","Cleveland","OH",2.5,10,1,"'casual'","True","True",NA,"True","False","False",NA,"2","True",NA,"False","True","False",NA,"'no'",NA,NA,"Cantonese, Restaurants, Chinese, Szechuan",NA,NA,NA,NA,NA,NA,NA
"LagppFv5gc_1Aumy0JG1mQ","Oryza Asian Grill","1740 Settlers Ridge Center Dr","Pittsburgh","PA",4,28,1,NA,"True","True",NA,NA,"False",NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","u'none'",NA,"True","True","True","u'free'","{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': False, 'casual': None}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Asian Fusion, Restaurants","10:45-22:0","10:45-22:0","10:45-22:0","10:45-22:0","10:45-22:0","10:45-22:0","10:45-22:0"
"K1GMWMm_BfG_0ew_PtMnhA","Balance Pan-Asian Grille","515 Euclid Ave","Cleveland","OH",4.5,57,1,"u'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","1","False","u'none'",NA,"True","False",NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Pan Asian, Restaurants","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",NA
"LRLc0c1pQwa9VSG7EpZRtg","Empress Court","8307 Washington St","Chagrin Falls","OH",3.5,32,1,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","True","u'beer_and_wine'","False","False","False",NA,"'free'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Soup, Chicken Shop, Restaurants, Chinese","11:30-21:30","11:30-21:30","11:30-21:30","11:30-21:30","11:30-22:30","11:30-22:30","12:0-21:0"
"RXUw0HHvQIxsbbPRK6QZ9w","Yoshino","5440 Walnut St","Pittsburgh","PA",3,5,1,NA,"True","True",NA,NA,NA,NA,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,"True","u'none'","True","True","True","True","u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Sushi Bars, Restaurants, Japanese, Thai, Asian Fusion","16:30-21:30","16:30-21:30","16:30-21:30","16:30-21:30","16:30-22:0","11:0-22:0","12:0-21:0"
"gFyntTks-Qd5CjDU8_2Kog","Golden Palace Buffet","647 Smithfield St","Pittsburgh","PA",3,30,0,"u'casual'","True","True",NA,"True","False","True",NA,"1","False",NA,"True","True","False",NA,"u'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"Restaurants, Chinese, Buffets",NA,NA,NA,NA,NA,NA,NA
"kVXyz0mYd7NaGuGdM_VMeQ","Asian Sweet Bakery","1017 S Park St","Madison","WI",4.5,100,1,"'casual'","True","True","'quiet'","True","False","False","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}","1","True","u'none'","True","False","False","False","'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}","Chinese, Food, Restaurants, Bakeries",NA,"9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-19:0"
"EbxaQO95C7PUNTmokE70XA","Bamboo Republic Asian Cuisine","1729 5th Ave","Arnold","PA",4.5,30,1,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","2","True","u'none'","True","True","False","True","u'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}","Asian Fusion, Restaurants, Chinese","10:30-21:0","10:30-21:0","10:30-21:0","10:30-21:0","10:30-22:0","11:0-22:0",NA
"XKOAi4J47i-YEhhHfKkPRQ","China Garden","890 Butler St","Pittsburgh","PA",3,11,1,"u'casual'","True","True","u'quiet'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","'none'","False","False","False","True","'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"Restaurants, Chinese","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-22:0"
"r5qUfdiSL2_hHfdqXBJAMA","Imperial Garden Chinese Restaurant","4214 E Washington Ave","Madison","WI",3.5,30,0,"u'casual'","True","True","u'average'","True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","u'full_bar'",NA,"True","False",NA,NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,"Chinese, Restaurants","16:0-21:30","16:0-21:30","16:0-21:30","16:0-21:30","16:0-22:30","11:30-22:30","11:30-21:0"
"gDQlaDRAjsCx2p_p6oJLjw","China Star","4219 Murray Ave","Pittsburgh","PA",3,63,1,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","1","True","u'none'","False","True","False","False","u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Restaurants, Chinese","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:0","10:30-23:0","11:30-22:0"
"G-OMrmKRaSumc73LaSbhPA","China Wok","4060 Brownsvile Rd","Brentwood","PA",3.5,16,1,"'casual'","True","True",NA,"True","False","True",NA,"1","True",NA,NA,"True",NA,NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Chinese, Restaurants",NA,NA,NA,NA,NA,NA,NA
"a5xUI7TvsNhM5gZr6KowDg","Sesame Inn","711 Browns Ln","Pittsburgh","PA",3.5,135,1,"'casual'","True","True","u'average'","True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","u'full_bar'","False","True","False","False","'free'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Restaurants, Chinese","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-23:0","12:0-21:0"
"SUktrYdNQD8k2vvkM4OpfA","Peking Garden Restaurant","206 N Randolph St","Champaign","IL",4,78,1,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","2","True","u'full_bar'","True","True","False","True","u'no'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Chinese, Restaurants","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0"
"7LlND5b0bjWylNBNQ-oZMA","Green Garden","300 Beverly Rd","Pittsburgh","PA",2.5,24,1,"'casual'","True","True","u'quiet'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","True","u'none'",NA,"True","False",NA,"u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Restaurants, Chinese","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-21:30"
"uh5dMhIZygTzXEvn5K10jg","The Dragon Chinese Cuisine","3360 Main St","Munhall","PA",3.5,10,1,"u'casual'","True","True","'average'","True","False","False","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","u'none'","True","False","False",NA,"'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Chinese, Restaurants, Food, Food Delivery Services","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:30","11:0-22:30","12:0-22:0"
"956ZfpypyxLLkRmlaHWGkA","Double Dragon Buffet","6276 Pearl Rd","Cleveland","OH",2.5,38,1,"u'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","'beer_and_wine'","True","False","False",NA,"u'no'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","Chinese, Buffets, Restaurants","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30"
"cXmlv2WBzuB6JLMhaCvLuQ","Han Chinese Kabob & Grill","3710 Payne Ave, Ste 110","Cleveland","OH",4,110,1,"'casual'","True","True","'average'","True","True","True","{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","False","'none'","False","False","False","True","'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}","{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}","Restaurants, Chinese, Specialty Food, Noodles, Soup, Kebab, Food","10:30-22:0","10:30-22:0",NA,"10:30-22:0","10:30-22:0","10:30-22:0","11:30-22:0"
"uuQDpnCYn1Nf2pXZTtMLHg","New China King","16210 Madison Ave","Lakewood","OH",3.5,70,1,"'casual'","True","True","u'very_loud'","True","False","False","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","u'none'","False","True","False","False","u'paid'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","Restaurants, Chinese, Asian Fusion","10:30-22:30","10:30-22:30","10:30-22:30","10:30-22:30","10:30-23:0","10:30-23:0","11:0-22:0"
"VcSn9QkXjo6lFuT6PIL2dA","Chow's Asian Cuisine","9559 Babcock Blvd","Allison Park","PA",3.5,7,0,"u'casual'","True","True",NA,"True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True","u'none'","True","True","False",NA,"u'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"Asian Fusion, Restaurants, Taiwanese","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","15:0-21:0","15:0-21:0"
"kbq9QlIprqKpIWXZEXtGSA","No 1 Chinese Kitchen","11630 Frankstown Rd","Pittsburgh","PA",3,12,1,"u'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","u'none'","True","True","False","True","u'no'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"Chinese, Restaurants",NA,NA,NA,NA,NA,NA,NA
"1qw65j15MqKqYkljH_iSyA","A Panda Buffet","4503 Mayfield Rd","South Euclid","OH",4,10,0,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","u'none'","True","False","False","False","'no'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"Buffets, Restaurants, Chinese",NA,NA,NA,NA,NA,NA,NA
"o1TZ62VQ8RBoYv2B8v9UUg","China One","2765 E 55th St","Cleveland","OH",2,6,1,"'casual'","True","True",NA,"False","False",NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,NA,NA,"Chinese, Restaurants",NA,NA,NA,NA,NA,NA,NA
"LnYkQ2Hjm-klqYJVgZ1cEQ","Sakura","530 Euclid Ave","Cleveland","OH",4,13,1,"u'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","u'none'",NA,"True","False",NA,"u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","Sushi Bars, Chinese, Japanese, Restaurants",NA,NA,NA,NA,NA,NA,NA
"68HNLNwMfXu1NuL_2E4N7A","Doodles","502 E John St, Ste 109","Champaign","IL",4,34,0,"u'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","1","False","u'none'",NA,"True","False","False",NA,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"Asian Fusion, Food, Restaurants",NA,NA,NA,NA,NA,NA,NA
"Aqhy2ZYpEeJ61aIJH_iCxw","East China","5216 Broadview Rd","Cleveland","OH",2.5,29,1,"u'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","1","True","u'none'","False","True","False",NA,"'no'","{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,"Chinese, Restaurants","10:30-22:30","10:30-22:30","10:30-22:30","10:30-22:30","10:30-23:30","10:30-23:30","12:0-22:0"
"7toYPf5ZAjCkEuwaMPtDwQ","Wah Fu Chinese Restaurant","15210 Bagley Rd","Cleveland","OH",3,56,1,"u'casual'","True","True","u'quiet'","True","False","True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","1","True","u'beer_and_wine'",NA,"False","False",NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,"Chinese, Restaurants","11:30-21:30","11:30-21:30","11:30-21:30","11:30-21:30","11:30-22:30","11:30-22:30","12:0-20:30"
"22SabxkOHG2gD4VuVlQR5Q","China Star","515 Junction Rd","Madison","WI",2.5,6,0,"u'casual'","True","True","u'quiet'","True",NA,"False","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","False","u'beer_and_wine'",NA,"True","True",NA,"u'no'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,"Restaurants, Chinese, Japanese",NA,NA,NA,NA,NA,NA,NA
"0I0yATfnNQJB-A-IPGgqDA","Aristo Bistro","25124 Center Ridge Rd","Westlake","OH",4.5,61,1,"u'casual'","True","True","u'quiet'","True","True","True","{'garage': None, 'street': False, 'validated': None, 'lot': True, 'valet': False}","2","True","u'none'","False","False","False","True","u'free'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","Chinese, Restaurants, Modern European, Seafood, Asian Fusion","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-22:0","12:0-22:0","12:0-21:30"
"wlUiXdH1Cfj4do5kNxrOtw","Hunan of Lyndhurst","5670 Mayfield Rd","Cleveland","OH",2.5,22,1,"u'casual'","True","True","u'quiet'","True",NA,"True","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","2","True",NA,"False","False","False","False","'no'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Chinese, Restaurants","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-23:0","15:0-21:0"
"BNeS_hZfmdQWsqewj-LuDA","Ting's Kitchen","3200 Mcintyre Square Dr","Pittsburgh","PA",4,130,1,"'casual'","True","True","u'average'","True","True","True","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}","2","True","'none'","True","True","False","True","u'no'","{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Szechuan, Restaurants, Chinese, Taiwanese","11:0-21:30","11:0-21:30","11:0-21:30","11:0-21:30","11:0-22:30","11:0-22:30","12:0-21:30"
"3qrfY-XCUKVyrO5T6GskqA","Noodles & Company","3805 Forbes Ave","Pittsburgh","PA",3,75,1,"u'casual'","True","True","u'average'","True","False","True","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}","1","True","u'none'","True","False","False","True","'no'","{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","Italian, Asian Fusion, Comfort Food, American (New), Mediterranean, Sandwiches, Salad, Restaurants, Pasta Shops, Noodles, Specialty Food, Food, Chinese","0:0-0:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0"
